Complexity|MSE|Equation
155|1.1891469e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(g14, 0.3136837), plus(pow(plus(plus(asinh(asinh(plus(tanh(pow(plus(pow(g12, sign(sign(greater(sqrtm(g19), g9)))), asinh(plus(tanh(cube(pow(cube(plus(g5, g10)), abs(g3)))), g15))), 1.9742187)), sinh(sinh(pow(mult(g6, pow(mean_g, 2.9580286)), abs(plus(abs(plus(erfc(square(plus(square(plus(exp(g16), g11)), abs(g15)))), g1)), g6)))))))), g11), pow(plus(tanh(sinh(pow(sinh(sinh(plus(asinh(tanh(plus(plus(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.598821), g11), g16), g16))), pow(plus(mult(g9, 0.41136304), g2), 0.20316619)))), 1.8023529))), tanh(tanh(plus(pow(g19, 0.41457632), mult(plus(plus(g2, tanh(g19)), g15), -2.4503496))))), 1.1864426)), 3.176606), tanh(tanh(pow(plus(mult(plus(plus(g1, plus(g1, g8)), g4), 2.278607), g16), 0.109452926))))), 0.23052847)), plus(mult(plus(mult(tanh(sinh(mult(mean_g, 17.297403))), 1.1104674), 1.1961644), 1.0720572), plus(mean_g, g12))))), -2.884877e-5)
157|1.1891469e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(g14, 0.3136837), plus(pow(plus(plus(asinh(asinh(plus(tanh(pow(plus(pow(g12, sign(sign(pow(greater(sqrtm(g19), g9), 0.31247103)))), asinh(plus(tanh(cube(pow(cube(plus(g5, g10)), abs(g3)))), g15))), 1.9742187)), sinh(sinh(pow(mult(g6, pow(mean_g, 2.9580286)), abs(plus(abs(plus(erfc(square(plus(square(plus(exp(g16), g11)), abs(g15)))), g1)), g6)))))))), g11), pow(plus(tanh(sinh(pow(sinh(sinh(plus(asinh(tanh(plus(plus(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.598821), g11), g16), g16))), pow(plus(mult(g9, 0.41136304), g2), 0.20316619)))), 1.8023529))), tanh(tanh(plus(pow(g19, 0.41457632), mult(plus(plus(g2, tanh(g19)), g15), -2.4503496))))), 1.1864426)), 3.176606), tanh(tanh(pow(plus(mult(plus(plus(g1, plus(g1, g8)), g4), 2.278607), g16), 0.109452926))))), 0.23052847)), plus(mult(plus(mult(tanh(sinh(mult(mean_g, 17.297403))), 1.1104674), 1.1961644), 1.0720572), plus(mean_g, g12))))), -2.884877e-5)
158|1.1890689e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(g14, 0.3136837), plus(pow(plus(plus(asinh(asinh(plus(tanh(pow(plus(pow(g12, sign(sign(sinh(pow(greater(sqrtm(g19), g9), 0.31247103))))), asinh(plus(tanh(cube(pow(cube(plus(g5, g10)), abs(g3)))), g15))), 1.9742187)), sinh(sinh(pow(mult(g6, pow(mean_g, 2.9580286)), abs(plus(abs(plus(erfc(square(plus(square(plus(exp(g16), g11)), abs(g15)))), g1)), g6)))))))), g11), pow(plus(tanh(sinh(pow(sinh(sinh(plus(asinh(tanh(plus(plus(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.598821), g11), g16), g16))), pow(plus(mult(g9, 0.41136304), g2), 0.20316619)))), 1.8023529))), tanh(tanh(plus(pow(g19, 0.41457632), mult(plus(plus(g2, tanh(g19)), g15), -2.4503496))))), 1.1864426)), 3.176606), tanh(tanh(pow(plus(mult(plus(plus(g1, plus(g1, g8)), g4), 2.278607), g16), 0.109452926))))), 0.22412643)), plus(mult(plus(mult(tanh(sinh(mult(mean_g, 17.297403))), 1.1104674), 1.1961644), 1.0720572), plus(mean_g, g12))))), -2.884877e-5)
160|1.1889804e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(g14, 0.3136837), plus(pow(plus(plus(asinh(asinh(plus(tanh(pow(plus(pow(g12, sign(sinh(sign(sinh(pow(greater(sqrtm(g19), g9), 0.31247103)))))), asinh(plus(tanh(cube(pow(cube(plus(g5, g10)), abs(g3)))), g15))), 1.9742187)), sinh(sinh(pow(mult(g6, pow(mean_g, 2.9580286)), abs(plus(abs(plus(erfc(square(plus(square(plus(exp(g16), g11)), abs(g15)))), g1)), g6)))))))), tanh(g11)), pow(plus(tanh(sinh(pow(sinh(sinh(plus(asinh(tanh(plus(plus(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.598821), g11), g16), g16))), pow(plus(mult(g9, 0.41136304), g2), 0.20316619)))), 1.8023529))), tanh(tanh(plus(pow(g19, 0.41457632), mult(plus(plus(g2, tanh(g19)), g15), -2.4503496))))), 1.1864426)), 3.176606), tanh(tanh(pow(plus(mult(plus(plus(g1, plus(g1, g8)), g4), 2.278607), g16), 0.109452926))))), 0.23052847)), plus(mult(plus(mult(tanh(sinh(mult(mean_g, 17.297403))), 1.1104674), 1.1961644), 1.0720572), plus(mean_g, g12))))), -2.884877e-5)
164|1.1604997e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(tanh(tanh(pow(plus(plus(g14, g4), g11), 0.3136837))), plus(pow(plus(plus(tanh(tanh(plus(pow(plus(tanh(pow(g12, plus(greater(g14, g19), plus(greater(g11, abs(g7)), 0.43955708)))), asinh(cube(pow(cube(mult(plus(g5, g10), 0.31567344)), abs(g2))))), 1.7999914), -0.23245786))), sinh(sinh(sinh(pow(mult(g6, square(mean_g)), plus(pow(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(g10, g13)))), g9)), mult(g1, 1.7952574))), 0.90774804), abs(g10))))))), plus(tanh(plus(cube(pow(plus(sinh(sinh(plus(tanh(tanh(plus(plus(tanh(plus(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 10.189377)), g16)), g1), g11))), pow(plus(mult(g9, 0.4680273), g2), 0.23052664)))), g2), 2.1302805)), sqrtm(relu(g19)))), mult(pow(g19, 0.37028554), 0.42734128))), plus(plus(g5, 3.1130025), g19)), tanh(pow(plus(plus(mult(plus(g1, g1), 1.7044061), relu(g9)), g16), 0.14071077)))), 0.2660637)), plus(sinh(tanh(sinh(plus(mult(mean_g, 17.243078), g5)))), 1.1961644)))), -2.884877e-5)
165|1.1603022e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(tanh(pow(plus(plus(g14, g4), g11), 0.3136837)), plus(pow(plus(plus(tanh(tanh(plus(pow(plus(tanh(pow(g12, plus(plus(greater(g14, g19), g1), plus(greater(g11, abs(g7)), 0.43955708)))), asinh(cube(pow(cube(mult(plus(g5, g10), 0.31567344)), abs(g2))))), 1.7999914), -0.23245786))), sinh(sinh(sinh(pow(mult(g6, square(mean_g)), plus(pow(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(g10, g13)))), g9)), mult(g1, 1.7952574))), 0.90774804), abs(g10))))))), plus(tanh(plus(cube(pow(plus(sinh(sinh(plus(tanh(tanh(plus(plus(tanh(plus(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 10.189377)), g16)), g1), g11))), pow(plus(mult(g9, 0.4680273), g2), 0.23052664)))), g2), 2.1302805)), sqrtm(relu(g19)))), mult(pow(g19, 0.37028554), 0.42734128))), plus(plus(g5, 3.1130025), g19)), tanh(pow(plus(plus(mult(plus(g1, g1), 1.7044061), relu(g9)), g16), 0.14071077)))), 0.2660637)), plus(sinh(tanh(sinh(plus(mult(mean_g, 17.243078), g5)))), 1.1961644)))), -2.884877e-5)
166|1.1600003e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(tanh(tanh(pow(plus(plus(g14, g4), g11), 0.3136837))), plus(pow(plus(plus(tanh(tanh(plus(pow(plus(tanh(pow(g12, plus(plus(greater(g14, g19), g1), plus(greater(g11, abs(g7)), 0.43955708)))), asinh(cube(pow(cube(mult(plus(g5, g10), 0.31567344)), abs(g2))))), 1.7999914), -0.23245786))), sinh(sinh(sinh(pow(mult(g6, square(mean_g)), plus(pow(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(g10, g13)))), g9)), mult(g1, 1.7952574))), 0.90774804), abs(g10))))))), plus(tanh(plus(cube(pow(plus(sinh(sinh(plus(tanh(tanh(plus(plus(tanh(plus(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 10.189377)), g16)), g1), g11))), pow(plus(mult(g9, 0.4680273), g2), 0.23052664)))), g2), 2.1302805)), sqrtm(relu(g19)))), mult(pow(g19, 0.3709003), 0.42734128))), plus(plus(g5, 3.1130025), g19)), tanh(pow(plus(plus(mult(plus(g1, g1), 1.7044061), relu(g9)), g16), 0.14071077)))), 0.2660637)), plus(sinh(tanh(sinh(plus(mult(mean_g, 17.243078), g5)))), 1.1961644)))), -2.884877e-5)
167|1.1599328e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(tanh(tanh(pow(plus(plus(g14, g4), g11), 0.3136837))), plus(pow(plus(plus(tanh(tanh(plus(pow(plus(tanh(pow(g12, plus(plus(greater(g14, g19), g1), plus(greater(g11, abs(g7)), 0.43955708)))), asinh(cube(pow(cube(mult(plus(g5, g10), 0.31567344)), abs(g2))))), 1.7999914), -0.23245786))), sinh(sinh(sinh(pow(mult(g6, square(mean_g)), plus(pow(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(g10, g13)))), g9)), mult(sinh(g1), 1.7952574))), 0.90774804), abs(g10))))))), plus(tanh(plus(cube(pow(plus(sinh(sinh(plus(tanh(tanh(plus(plus(tanh(plus(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 10.189377)), g16)), g1), g11))), pow(plus(mult(g9, 0.4680273), g2), 0.23052664)))), g2), 2.1302805)), sqrtm(relu(g19)))), mult(pow(g19, 0.37028554), 0.42734128))), plus(plus(g5, 3.1130025), g19)), tanh(pow(plus(plus(mult(plus(g1, g1), 1.7044061), relu(g9)), g16), 0.14071077)))), 0.2660637)), plus(sinh(tanh(sinh(plus(mult(mean_g, 17.243078), g5)))), 1.1961644)))), -2.884877e-5)
168|1.1566169e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(tanh(tanh(pow(plus(plus(g14, g4), g11), 0.3136837))), plus(pow(plus(plus(tanh(tanh(plus(pow(plus(tanh(pow(g12, plus(plus(greater(g14, g19), g1), plus(greater(g11, abs(g7)), 0.43955708)))), asinh(cube(pow(cube(mult(plus(g5, g10), 0.31567344)), abs(g2))))), 1.7999914), -0.23245786))), sinh(sinh(sinh(pow(mult(g6, square(mean_g)), plus(pow(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(g10, g13)))), g9)), mult(g1, 1.7952574))), 0.90774804), abs(g10))))))), plus(tanh(plus(cube(pow(plus(sinh(sinh(plus(tanh(tanh(plus(plus(tanh(plus(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 10.189377)), g16)), g1), g11))), pow(plus(mult(g9, 0.4680273), g2), 0.23052664)))), g2), 2.1302805)), sqrtm(relu(g19)))), mult(pow(g19, 0.37028554), 0.42734128))), plus(plus(g5, 3.1130025), pow(g19, 0.35932323))), tanh(pow(plus(plus(mult(plus(g1, g1), 1.7044061), relu(g9)), g16), 0.14071077)))), 0.2660637)), plus(sinh(tanh(sinh(plus(mult(mean_g, 17.243078), g5)))), 1.1961644)))), -2.884877e-5)
187|1.1158953e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7382379), pow(asinh(plus(plus(tanh(pow(plus(plus(g14, plus(g4, g8)), g10), plus(greater(g18, mean_g), 0.20070423))), plus(pow(plus(pow(plus(tanh(tanh(plus(pow(plus(pow(g12, sinh(plus(plus(greater(g14, g19), g0), plus(plus(greater(g11, abs(g10)), 0.3524586), g14)))), tanh(cube(pow(cube(mult(plus(g5, g10), 0.17977735)), abs(g2))))), 2.0566976), -0.27626953))), sinh(sinh(sinh(pow(mult(g6, square(mean_g)), plus(pow(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(mult(relu(g10), 1.2224649), g13)))), g9)), mult(g1, 1.7952574))), plus(g11, 0.8820566)), abs(g10))))))), 1.2911916), plus(tanh(plus(cube(pow(sinh(sinh(plus(tanh(tanh(plus(plus(tanh(plus(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 10.189377)), abs(g16))), g7), abs(g2)))), sinh(pow(plus(mult(g9, 0.42389718), g2), 0.22550681))))), 8.2258415)), sqrtm(relu(g5)))), mult(pow(g19, 0.20318007), 0.29695612))), plus(plus(plus(plus(g15, 3.1730874), pow(g19, 0.29095936)), g17), g11)), pow(plus(plus(plus(g1, g1), relu(g9)), g16), 0.13999999))), 0.22005852)), plus(sinh(tanh(plus(sinh(plus(mult(mean_g, 18.14854), g5)), relu(g19)))), 1.2040237)))), -2.884877e-5)
188|1.1154669e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7382379), pow(asinh(plus(plus(pow(plus(plus(plus(g14, plus(g4, g8)), g11), g10), plus(greater(g18, mean_g), 0.20070423)), plus(pow(plus(pow(plus(tanh(tanh(plus(pow(plus(pow(g12, sinh(plus(plus(greater(g14, g19), g0), plus(plus(greater(g11, abs(g10)), 0.3524586), g14)))), tanh(cube(pow(cube(mult(plus(g5, g10), 0.17977735)), abs(g2))))), 2.0566976), -0.27626953))), sinh(sinh(sinh(pow(mult(g6, square(mean_g)), plus(pow(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(mult(relu(g10), 1.2224649), g13)))), g9)), mult(g1, 1.7952574))), plus(g11, 0.8820566)), abs(g10))))))), 1.2911916), plus(tanh(plus(cube(pow(sinh(sinh(plus(tanh(tanh(plus(plus(tanh(plus(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 10.189377)), abs(g16))), g7), abs(g2)))), sinh(pow(plus(mult(g9, 0.42389718), g2), 0.22550681))))), 8.2258415)), sqrtm(relu(g5)))), mult(pow(g19, 0.20318007), 0.29695612))), plus(plus(plus(plus(g15, 3.1730874), pow(g19, 0.29095936)), g17), g11)), pow(plus(plus(plus(g1, g1), relu(g9)), g16), 0.13999999))), 0.22005852)), plus(sinh(tanh(plus(sinh(plus(mult(mean_g, 18.14854), g5)), relu(g19)))), 1.2040237)))), -2.884877e-5)
189|1.1150903e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7382379), pow(asinh(plus(plus(tanh(pow(plus(plus(plus(g14, plus(g4, g8)), g11), g10), plus(greater(g18, mean_g), 0.21752046))), plus(pow(plus(pow(plus(tanh(tanh(plus(pow(plus(pow(g12, sinh(plus(plus(greater(g14, g19), g0), plus(plus(greater(g11, abs(g10)), 0.3524586), g14)))), tanh(cube(pow(cube(mult(plus(g5, g10), 0.17977735)), abs(g2))))), 2.0566976), -0.27626953))), sinh(sinh(sinh(pow(mult(g6, square(mean_g)), plus(pow(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(mult(relu(g10), 1.2224649), g13)))), g9)), mult(g1, 1.7952574))), plus(g11, 0.8820566)), abs(g10))))))), 1.2911916), plus(tanh(plus(cube(pow(sinh(sinh(plus(tanh(tanh(plus(plus(tanh(plus(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 10.26996)), abs(g16))), g7), abs(g2)))), sinh(pow(plus(mult(g9, 0.42389718), g2), 0.22550681))))), 8.2258415)), sqrtm(relu(g5)))), mult(pow(g19, 0.20318007), 0.29695612))), plus(plus(plus(plus(g15, 3.1730874), pow(g19, 0.29095936)), g17), g11)), pow(plus(plus(plus(g1, g1), relu(g9)), g16), 0.13999999))), 0.22005852)), plus(sinh(tanh(plus(sinh(plus(mult(mean_g, 18.14854), g5)), relu(g19)))), 1.2040237)))), -2.884877e-5)
190|1.11504e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7382379), pow(asinh(plus(plus(tanh(pow(plus(plus(plus(g14, plus(g4, g8)), g11), g10), plus(greater(g18, mean_g), 0.20070423))), plus(pow(plus(pow(plus(tanh(tanh(plus(pow(plus(pow(g12, sinh(plus(plus(greater(g14, g19), g0), plus(plus(greater(g11, abs(g10)), 0.3524586), g14)))), tanh(cube(pow(cube(mult(plus(g5, g10), 0.17977735)), abs(g2))))), 2.0566976), -0.27626953))), sinh(sinh(sinh(pow(mult(g6, square(mean_g)), plus(pow(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(mult(relu(g10), 1.2224649), g13)))), g9)), mult(g1, 1.7952574))), plus(g11, 0.8820566)), abs(g10))))))), 1.2911916), plus(tanh(plus(cube(pow(sinh(sinh(plus(tanh(tanh(plus(plus(tanh(plus(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 10.189377)), abs(g16))), g7), abs(g2)))), sinh(pow(plus(mult(g9, 0.42389718), g2), asinh(0.22550681)))))), 8.2258415)), sqrtm(relu(g5)))), mult(pow(g19, 0.20318007), 0.29695612))), plus(plus(plus(plus(g15, 3.1730874), pow(g19, 0.29095936)), g17), g11)), pow(plus(plus(plus(g1, g1), relu(g9)), g16), 0.13999999))), 0.22005852)), plus(sinh(tanh(plus(sinh(plus(mult(mean_g, 18.14854), g5)), relu(g19)))), 1.2040237)))), -2.884877e-5)
193|1.1131082e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7494807), pow(asinh(plus(plus(tanh(pow(plus(plus(g14, plus(g4, g8)), g11), plus(plus(g18, g19), 0.23078156))), plus(pow(plus(pow(plus(tanh(tanh(plus(pow(plus(tanh(tanh(pow(g12, sinh(plus(plus(plus(greater(g14, g19), g14), g0), plus(plus(greater(g11, abs(g10)), 0.36039588), g14)))))), tanh(cube(pow(cube(mult(plus(g5, g10), 0.2356712)), abs(g2))))), 2.0515459), -0.29532745))), sinh(sinh(sinh(pow(mult(g6, square(mean_g)), plus(pow(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(mult(relu(g10), 1.4615144), g13)))), g9)), mult(g1, 1.7952574))), 0.8949434), abs(g10))))))), 1.2015362), plus(tanh(plus(cube(pow(sinh(sinh(plus(tanh(tanh(plus(plus(tanh(plus(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 10.189377)), abs(g16))), g7), abs(g2)))), sinh(pow(plus(mult(g9, 0.436604), g2), 0.22550681))))), 11.65472)), sqrtm(relu(g5)))), mult(tanh(pow(g19, sqrtm(g13))), 0.28616154))), plus(plus(plus(plus(g5, 3.1730874), pow(plus(g19, -0.017303579), 0.25065526)), g17), g11)), pow(plus(tanh(plus(plus(g1, g1), relu(g9))), g16), 0.13999999))), 0.23180301)), plus(sinh(tanh(plus(sinh(plus(mult(mean_g, 19.968002), g5)), g19))), 1.2040237)))), -2.884877e-5)
194|1.112517e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7494807), pow(asinh(plus(plus(tanh(pow(plus(plus(g14, plus(g4, g8)), g11), plus(plus(g18, g19), 0.23078156))), plus(pow(plus(pow(plus(tanh(tanh(plus(pow(plus(tanh(tanh(pow(g12, sinh(plus(plus(plus(greater(g14, g19), g14), g0), plus(plus(greater(g11, abs(g10)), 0.36039588), g14)))))), tanh(cube(pow(cube(mult(plus(g5, g10), 0.2356712)), abs(g2))))), 2.0515459), -0.29532745))), sinh(sinh(sinh(pow(mult(g6, square(mean_g)), plus(pow(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(mult(relu(g10), 1.4615144), g13)))), g9)), mult(g1, 1.7952574))), 0.8949434), abs(g10))))))), 1.2015362), plus(tanh(plus(cube(pow(sinh(sinh(plus(tanh(tanh(plus(plus(tanh(plus(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 10.189377)), abs(g16))), g7), abs(g2)))), sinh(pow(plus(mult(g9, 0.436604), g2), 0.22550681))))), 11.65472)), sqrtm(relu(g5)))), mult(tanh(pow(g19, sqrtm(g0))), 0.28616154))), plus(plus(plus(plus(g5, 3.1730874), pow(plus(g19, -0.017303579), 0.25065526)), g17), g11)), asinh(pow(plus(tanh(plus(plus(g1, g1), relu(g9))), g16), 0.13999999)))), 0.23180301)), plus(sinh(tanh(plus(sinh(plus(mult(mean_g, 19.968002), g5)), g19))), 1.2040237)))), -2.8253298e-5)
195|1.109046e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7382379), plus(pow(asinh(plus(plus(tanh(cube(sinh(pow(plus(plus(plus(g14, g13), plus(g4, relu(g8))), g11), plus(plus(greater(g18, mean_g), sqrtm(g13)), g14))))), plus(pow(plus(pow(plus(tanh(tanh(plus(pow(plus(pow(g12, sinh(plus(plus(greater(g14, g19), g0), plus(plus(greater(g11, abs(g10)), 0.3524586), g14)))), tanh(cube(pow(cube(mult(plus(g5, g10), 0.2643083)), abs(g2))))), 2.0687604), -0.29242802))), sinh(sinh(sinh(pow(mult(g6, square(mean_g)), plus(pow(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(mult(relu(g10), 1.2778947), g13)))), g9)), mult(g1, 1.7952574))), plus(g11, 0.8820566)), abs(g10))))))), 1.2911916), plus(tanh(plus(cube(pow(sinh(sinh(plus(tanh(tanh(plus(plus(tanh(plus(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 10.265934)), abs(g16))), g7), abs(g2)))), sinh(pow(plus(mult(g9, 0.42389718), g2), 0.22550681))))), 8.724382)), sqrtm(relu(g5)))), mult(pow(g19, 0.18402344), 0.29695612))), plus(plus(plus(g15, 3.1730874), pow(g19, 0.26187766)), g11)), pow(plus(plus(plus(g1, g1), relu(g9)), g16), 0.15969434))), 0.22005852)), plus(sinh(tanh(plus(sinh(plus(mult(mean_g, 18.14854), g5)), abs(g19)))), 1.2040237)), g14))), -2.8611128e-5)
197|1.10857e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7382379), plus(pow(asinh(plus(plus(tanh(cube(sinh(pow(plus(plus(plus(g14, g13), plus(g4, relu(g8))), g11), plus(plus(greater(g18, mean_g), sqrtm(g13)), g14))))), plus(pow(plus(pow(plus(tanh(tanh(plus(pow(plus(pow(g12, sinh(plus(plus(greater(g14, g19), g0), plus(plus(greater(g11, abs(plus(g10, mean_g2))), 0.3524586), g14)))), tanh(cube(pow(cube(mult(plus(g5, g10), 0.2643083)), abs(g2))))), 2.0687604), -0.29242802))), sinh(sinh(sinh(pow(mult(g6, square(mean_g)), plus(pow(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(mult(relu(g10), 1.2778947), g13)))), g9)), mult(g1, 1.7952574))), plus(g11, 0.8820566)), abs(g10))))))), 1.2911916), plus(tanh(plus(cube(pow(sinh(sinh(plus(tanh(tanh(plus(plus(tanh(plus(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 10.265934)), abs(g16))), g7), abs(g2)))), sinh(pow(plus(mult(g9, 0.42610216), g2), 0.22550681))))), 8.724382)), sqrtm(relu(g5)))), mult(pow(g19, 0.18402344), 0.29695612))), plus(plus(plus(g15, 3.1730874), pow(g19, 0.26187766)), g11)), pow(plus(plus(plus(g1, g1), relu(g9)), g16), 0.15969434))), 0.22005852)), plus(sinh(tanh(plus(sinh(plus(mult(mean_g, 18.14854), g5)), abs(g19)))), 1.2040237)), g14))), -2.8611128e-5)
206|1.1083916e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.010319699)))), 3.7162495), pow(asinh(plus(plus(asinh(pow(plus(plus(plus(g14, g4), g11), relu(g8)), sqrtm(sqrtm(g13)))), plus(pow(plus(plus(tanh(tanh(plus(pow(plus(pow(g12, plus(pow(abs(plus(pow(plus(greater(g14, g19), g0), 0.6617035), plus(sinh(plus(greater(g11, plus(greater(abs(g10), g10), greater(mean_g2, g15))), tanh(plus(g18, 0.37130713)))), g14))), 1.0648699), g15)), asinh(asinh(cube(pow(cube(mult(plus(g5, g10), 0.16261059)), abs(g2)))))), 2.5833228), -0.28017968))), sinh(sinh(sinh(pow(mult(g6, square(mean_g)), plus(pow(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(g10, g13)))), g9)), mult(g1, plus(sqrtm(relu(g8)), plus(g18, 1.8794711))))), 0.8943112), abs(g10))))))), plus(tanh(plus(plus(cube(pow(sinh(sinh(plus(tanh(tanh(plus(tanh(plus(asinh(tanh(plus(mult(plus(pow(plus(plus(g7, g17), g15), 0.9425374), g3), 10.189377), 0.052823555))), abs(g16))), g7))), pow(plus(mult(g9, 0.45747387), g2), 0.23265901)))), 8.139679)), -0.056206446), sqrtm(relu(g19)))), mult(pow(g19, 0.2932811), 0.358058))), plus(pow(plus(g19, g10), 0.300865), 3.1130025)), tanh(pow(plus(plus(g1, g1), plus(relu(g5), g16)), 0.121508)))), 0.2979077)), plus(sinh(tanh(sinh(plus(plus(plus(plus(mult(mean_g, 19.793125), relu(g17)), mean_g), g19), g5)))), 1.2230495)))), -2.884877e-5)
208|1.09656885e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.010319699)))), 3.7162495), pow(asinh(plus(plus(asinh(pow(plus(plus(plus(g14, g4), g11), relu(g8)), sqrtm(sqrtm(g4)))), plus(pow(plus(plus(tanh(sinh(tanh(plus(sinh(pow(plus(tanh(pow(g12, abs(plus(plus(pow(plus(greater(g14, g19), g0), 0.71105975), plus(sinh(plus(plus(greater(g11, plus(greater(-0.017733395, g10), greater(-0.013725833, g15))), g1), plus(g18, 0.31744394))), g14)), g15)))), asinh(asinh(cube(pow(cube(mult(plus(g5, g10), 0.24426931)), abs(g2)))))), 2.774574)), -0.28017968)))), sinh(sinh(sinh(pow(mult(g6, square(mean_g)), plus(pow(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(g10, g13)))), g9)), mult(g1, plus(1.8794711, g19)))), 0.8866711), abs(g10))))))), plus(tanh(plus(plus(cube(pow(sinh(sinh(plus(tanh(tanh(plus(tanh(plus(asinh(tanh(plus(mult(plus(pow(plus(plus(g7, g17), g15), 0.9425374), g3), 10.189377), 0.06383429))), abs(g16))), g7))), pow(plus(mult(g9, 0.45747387), g2), 0.23265901)))), 8.7046)), -0.13621359), sqrtm(relu(g19)))), mult(pow(g19, 0.2932811), 0.358058))), plus(pow(plus(g19, g10), plus(plus(g12, g13), 0.21459748)), 3.1130025)), pow(plus(plus(g1, g1), plus(relu(g9), g16)), 0.12839052))), 0.2979077)), plus(sinh(tanh(sinh(plus(plus(plus(plus(asinh(mult(mean_g, 19.793125)), abs(g19)), mean_g), abs(g19)), g5)))), 1.2230495)))), -2.884877e-5)
