Complexity|MSE|Equation
109|1.2770496e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(g14, 0.35310334), plus(pow(plus(plus(asinh(asinh(asinh(plus(pow(plus(pow(g12, plus(g16, 0.32192013)), tanh(cube(pow(cube(plus(g5, g10)), abs(g2))))), 1.7235894), pow(g6, abs(plus(plus(erfc(plus(square(plus(square(square(exp(g16))), g15)), -0.049183898)), g1), g1))))))), g11), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 9.2407))), tanh(tanh(pow(plus(g9, g2), 0.27584165)))))), 2.1018007))), tanh(tanh(tanh(tanh(plus(pow(g19, 0.40188769), pow(g8, 0.5133898)))))))), 3.176606), pow(plus(plus(g1, g1), g16), 0.21180242))), 0.24399163)), 1.1502364))), -2.884877e-5)
110|1.2748499e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(g14, 0.3588343), plus(pow(plus(asinh(asinh(plus(plus(pow(g12, 0.4399019), tanh(pow(plus(g5, g10), mult(sqrtm(g4), 2.1094663)))), sinh(sinh(pow(mult(g6, 0.088618934), abs(plus(plus(plus(erfc(square(plus(square(square(exp(g16))), g15))), g1), abs(g10)), g1)))))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.4108305), plus(g16, g11)))), tanh(pow(plus(g9, g2), 0.27584165))))), 2.3265169))), tanh(tanh(tanh(tanh(plus(plus(pow(g19, 0.4002344), pow(g8, 0.54199135)), g18))))))), 3.347195), pow(plus(g1, g1), 0.21967994))), 0.20989424)), 1.116334))), -2.9296543e-5)
112|1.2736939e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(g14, 0.3588343), plus(pow(plus(asinh(asinh(plus(plus(pow(g12, 0.4399019), tanh(pow(plus(g5, g10), mult(sqrtm(g4), 2.1094663)))), sinh(sinh(pow(mult(g6, 0.088618934), abs(plus(plus(plus(erfc(square(plus(square(square(exp(g16))), g15))), g1), abs(g10)), g1)))))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.4108305), g11))), tanh(pow(plus(g9, g2), 0.27584165))))), 2.3265169))), tanh(tanh(tanh(tanh(plus(plus(pow(g19, 0.4002344), pow(g8, 0.54199135)), g18))))))), 3.347195), pow(plus(plus(g1, g1), plus(g16, g3)), 0.21967994))), 0.20989424)), 1.116334))), -2.9296543e-5)
113|1.2729423e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(g14, 0.3588343), plus(pow(plus(asinh(asinh(plus(plus(pow(g12, 0.4399019), tanh(pow(plus(g5, g10), mult(sqrtm(g4), 2.1094663)))), sinh(sinh(pow(mult(g6, 0.088618934), abs(plus(plus(plus(erfc(square(plus(square(square(exp(g16))), g15))), g1), abs(g10)), g1)))))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.4108305), plus(g16, g11)))), tanh(pow(plus(g9, g2), 0.27584165))))), 2.3265169))), tanh(tanh(tanh(plus(plus(pow(g19, 0.4002344), pow(g8, 0.54199135)), g18)))))), 3.347195), pow(plus(plus(g1, g1), plus(g16, g3)), 0.21967994))), 0.20989424)), 1.116334))), -2.9296543e-5)
114|1.27272615e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(g14, 0.3588343), plus(pow(plus(asinh(asinh(plus(plus(pow(g12, 0.4399019), tanh(pow(plus(g5, g10), mult(sqrtm(g4), 2.1094663)))), sinh(sinh(pow(mult(g6, 0.088618934), abs(plus(plus(plus(erfc(square(plus(square(square(exp(g16))), g15))), g1), abs(g10)), g1)))))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.4108305), plus(g16, g11)))), tanh(pow(plus(g9, g2), 0.27584165))))), 2.3265169))), tanh(tanh(tanh(tanh(plus(plus(pow(g19, 0.374179), pow(g8, 0.54199135)), g18))))))), 3.347195), pow(plus(plus(g1, g1), plus(g16, g3)), 0.21967994))), 0.20989424)), 1.116334))), -2.9296543e-5)
115|1.2725725e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(g14, 0.3588343), plus(pow(plus(asinh(asinh(plus(plus(pow(g12, 0.4399019), tanh(pow(plus(g5, g10), sinh(mult(sqrtm(g4), 2.1094663))))), sinh(sinh(pow(mult(g6, 0.088618934), abs(plus(plus(plus(erfc(square(plus(square(square(exp(g16))), g15))), g1), abs(g10)), g1)))))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.4108305), plus(g16, g11)))), tanh(pow(plus(g9, g2), 0.27584165))))), 2.3265169))), tanh(tanh(tanh(tanh(plus(plus(pow(g19, 0.374179), pow(g8, 0.54199135)), g18))))))), 3.347195), pow(plus(plus(g1, g1), plus(g16, g3)), 0.21967994))), 0.20989424)), 1.116334))), -2.9296543e-5)
116|1.272251e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(g14, 0.3588343), plus(pow(plus(asinh(asinh(plus(plus(pow(g12, 0.4399019), tanh(pow(plus(g5, g10), mult(sqrtm(g4), 2.1094663)))), sinh(sinh(pow(mult(g6, 0.088618934), abs(plus(plus(plus(erfc(square(plus(square(square(exp(g16))), g15))), g1), abs(g10)), g1)))))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.4108305), plus(g16, g11)))), tanh(pow(plus(g9, g2), 0.27584165))))), 2.3265169))), tanh(tanh(tanh(tanh(plus(plus(plus(pow(g19, 0.374179), pow(g8, 0.54199135)), g18), g11))))))), 3.347195), pow(plus(plus(g1, g1), plus(g16, g3)), 0.21967994))), 0.20989424)), 1.116334))), -2.9296543e-5)
121|1.2708167e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012699205)))), 3.796843), asinh(plus(plus(pow(mult(g14, 0.056028884), 0.22573292), plus(pow(plus(asinh(plus(pow(plus(asinh(tanh(pow(cube(plus(pow(plus(g12, g2), sqrtm(g4)), plus(pow(g5, plus(abs(plus(pow(g3, 0.6985332), 0.28088304)), sqrtm(relu(g1)))), g11))), 1.6088741))), tanh(pow(plus(g6, relu(pow(g10, plus(greater(g5, mean_g2), 1.0786288)))), 0.23787299))), 1.3790469), pow(plus(g1, g15), pow(sinh(abs(g18)), 0.2651834)))), plus(plus(tanh(plus(pow(sinh(plus(tanh(mult(plus(plus(g7, g17), g3), 16.460016)), pow(plus(g9, g18), 0.3254819))), 1.9987775), pow(g13, 0.38496894))), tanh(tanh(tanh(pow(plus(g4, pow(g19, 1.122623)), erfc(plus(g7, 0.71799684))))))), g8)), 3.0861378), pow(plus(g1, g16), 0.35043427))), 0.17985713)))), -2.9157258e-5)
122|1.2705051e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012699205)))), 3.796843), asinh(plus(plus(pow(mult(g14, 0.056028884), 0.22573292), plus(pow(plus(asinh(plus(pow(plus(asinh(tanh(pow(cube(plus(pow(plus(g12, g2), sqrtm(g4)), plus(pow(g5, plus(plus(pow(g3, 0.6985332), 0.28088304), sqrtm(relu(g1)))), g11))), 1.6088741))), tanh(pow(plus(g6, relu(pow(g10, plus(greater(g5, mean_g2), 1.0786288)))), 0.23787299))), 1.3790469), pow(plus(g1, g15), pow(sinh(abs(g18)), 0.2651834)))), plus(plus(tanh(plus(pow(sinh(plus(tanh(mult(plus(plus(g7, g17), g3), 16.460016)), pow(plus(g9, g18), 0.3254819))), 1.9987775), pow(g13, 0.38496894))), tanh(tanh(tanh(pow(plus(g4, pow(g19, 1.122623)), erfc(plus(g7, 0.71799684))))))), g8)), plus(g15, 3.0861378)), pow(plus(g1, g16), 0.35043427))), 0.17985713)))), -2.9157258e-5)
123|1.2703296e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012699205)))), 3.796843), asinh(plus(plus(pow(mult(g14, 0.056028884), 0.22573292), plus(pow(plus(asinh(plus(pow(plus(asinh(tanh(pow(cube(plus(pow(plus(g12, g2), sqrtm(g4)), plus(pow(g5, plus(abs(plus(pow(g3, 0.6985332), 0.28088304)), sqrtm(relu(g1)))), g11))), 1.4767534))), tanh(pow(plus(g6, relu(pow(g10, plus(greater(g5, mean_g2), 1.0786288)))), 0.23787299))), 1.3790469), pow(plus(g1, g15), pow(sinh(abs(g18)), 0.2651834)))), plus(plus(tanh(plus(pow(sinh(plus(tanh(mult(plus(plus(g7, g17), g3), 16.460016)), pow(plus(g9, g18), 0.3254819))), 1.9987775), pow(g13, 0.38496894))), tanh(tanh(tanh(pow(plus(g4, pow(g19, 1.122623)), erfc(plus(g7, 0.71799684))))))), g8)), plus(3.0861378, g15)), pow(plus(g1, g16), 0.35043427))), 0.17985713)))), -2.9157258e-5)
124|1.2679953e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(g14, 0.35766622), plus(pow(plus(asinh(asinh(plus(plus(pow(g12, 0.48808122), tanh(tanh(tanh(tanh(tanh(tanh(cube(cube(pow(plus(g5, g10), relu(g17))))))))))), sinh(pow(mult(g6, mean_g), abs(plus(plus(erfc(square(plus(square(square(exp(g16))), plus(mean_g, g18)))), g1), plus(greater(g1, 0.022203127), g8)))))))), plus(tanh(sinh(plus(pow(sinh(sinh(plus(tanh(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 8.891698))), tanh(plus(pow(plus(g9, g2), plus(0.27707338, g0)), g16))))), 2.0243459), sqrtm(g17)))), tanh(tanh(tanh(tanh(plus(plus(pow(g19, 0.39154086), pow(g8, 0.5248916)), g18))))))), 3.2024632), pow(plus(plus(mult(g1, 1.9955876), g1), g16), 0.19443634))), 0.16498755)), 1.17944))), -2.9060566e-5)
125|1.2641906e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(plus(g14, g4), 0.3136837), plus(pow(plus(plus(asinh(asinh(plus(pow(plus(tanh(pow(g12, plus(g16, 0.48138973))), tanh(cube(pow(cube(tanh(plus(g5, g10))), abs(g2))))), 1.5089236), sinh(pow(mult(g6, mean_g), abs(plus(plus(erfc(square(plus(square(square(exp(g16))), g15))), g1), g6))))))), g11), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.0314), g16))), pow(plus(mult(g9, 0.7886572), g2), 0.26387104)))), 1.9906052))), tanh(tanh(tanh(tanh(tanh(tanh(tanh(plus(plus(pow(g19, 0.40188769), pow(g8, 0.512859)), g18)))))))))), 3.176606), tanh(pow(plus(mult(plus(g1, g1), 1.6242411), g16), 0.2073443)))), 0.24423921)), plus(1.1961644, mean_g)))), -2.884877e-5)
126|1.2640063e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(plus(g14, g4), 0.3136837), plus(pow(plus(plus(asinh(asinh(plus(pow(plus(tanh(pow(g12, plus(g16, 0.48138973))), tanh(cube(pow(cube(tanh(plus(g5, g10))), abs(g2))))), 1.5089236), sinh(pow(mult(g6, mean_g), abs(plus(plus(erfc(square(plus(square(square(exp(g16))), g15))), g1), g6))))))), g11), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.0314), g16))), pow(plus(mult(g9, 0.7886572), g2), 0.26387104)))), 1.9906052))), tanh(tanh(tanh(tanh(tanh(tanh(tanh(plus(plus(pow(g19, 0.40188769), pow(g8, 0.512859)), pow(g18, 0.6578143))))))))))), 3.176606), pow(plus(mult(plus(g1, g1), 1.6242411), g16), 0.2073443))), 0.24423921)), plus(1.1961644, mean_g)))), -2.884877e-5)
127|1.26371915e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(plus(g14, g4), 0.3136837), plus(pow(plus(plus(asinh(asinh(plus(pow(plus(tanh(pow(g12, plus(g16, 0.48138973))), tanh(cube(pow(cube(tanh(plus(g5, g10))), abs(g2))))), 1.5089236), sinh(pow(mult(g6, mean_g), abs(plus(plus(erfc(square(plus(square(square(exp(g16))), g15))), g1), g6))))))), g11), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.0314), g16))), pow(plus(mult(g9, 0.7886572), g2), 0.26387104)))), 1.9906052))), tanh(tanh(tanh(tanh(tanh(tanh(tanh(plus(plus(pow(g19, 0.40188769), pow(g8, 0.512859)), pow(g18, 0.6578143))))))))))), 3.176606), tanh(pow(plus(mult(plus(g1, g1), 1.6242411), g16), 0.2073443)))), 0.24423921)), plus(1.1961644, mean_g)))), -2.884877e-5)
128|1.2635602e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(plus(g14, g4), 0.3136837), plus(pow(plus(plus(asinh(asinh(plus(pow(plus(tanh(pow(g12, plus(g16, 0.48138973))), tanh(cube(pow(cube(tanh(plus(g5, g10))), abs(g2))))), 1.5089236), sinh(pow(mult(g6, mean_g), abs(plus(plus(erfc(square(plus(square(square(exp(g16))), g15))), g1), g6))))))), g11), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.355077), g16))), pow(plus(mult(g9, 0.7886572), g2), 0.26387104)))), 1.9906052))), tanh(tanh(tanh(tanh(tanh(tanh(tanh(tanh(plus(plus(pow(g19, 0.40188769), pow(g8, 0.512859)), pow(g18, 0.6578143)))))))))))), 3.176606), tanh(pow(plus(mult(plus(g1, g1), 1.6242411), g16), 0.1943421)))), 0.24423921)), plus(1.1961644, mean_g)))), -2.884877e-5)
129|1.2635556e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(plus(g14, g4), 0.3136837), plus(pow(plus(plus(asinh(asinh(plus(pow(plus(tanh(pow(g12, plus(g16, 0.48138973))), tanh(cube(pow(cube(tanh(plus(g5, g10))), abs(g2))))), 1.5089236), sinh(pow(mult(g6, mean_g), abs(plus(plus(erfc(square(plus(square(square(exp(g16))), g15))), g1), g6))))))), g11), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(mult(plus(plus(plus(sinh(g7), g17), g15), g3), 8.355077), g16))), pow(plus(mult(g9, 0.7886572), g2), 0.26387104)))), 1.9906052))), tanh(tanh(tanh(tanh(tanh(tanh(tanh(tanh(plus(plus(pow(g19, 0.40188769), pow(g8, 0.512859)), pow(g18, 0.6578143)))))))))))), 3.176606), tanh(pow(plus(mult(plus(g1, g1), 1.6242411), g16), 0.2073443)))), 0.24423921)), plus(1.1961644, mean_g)))), -2.884877e-5)
130|1.2600888e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), plus(3.72637, mean_g)), pow(asinh(plus(plus(pow(g14, 0.37431824), plus(pow(plus(asinh(asinh(asinh(plus(pow(plus(pow(g12, 0.3564336), tanh(cube(pow(cube(plus(g5, g10)), abs(g2))))), 1.7235894), pow(g6, abs(plus(erfc(plus(square(plus(square(square(exp(g16))), g15)), -0.14945456)), g1))))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(asinh(mult(plus(plus(plus(g7, g17), g15), g3), 9.042824)))), sinh(tanh(tanh(plus(pow(plus(g9, mult(g2, 1.2818475)), plus(0.27584165, g0)), sqrtm(relu(g16))))))))), 2.4050741))), tanh(plus(tanh(plus(pow(g19, 0.44926417), pow(plus(g8, plus(g1, g11)), plus(0.34849712, greater(g6, mean_g))))), square(sqrtm(g13)))))), 3.176606), tanh(pow(plus(plus(plus(plus(g1, g3), g1), g18), g16), 0.23006219)))), 0.2471249)), 1.1796018))), -2.8776716e-5)
132|1.2566784e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.72637), pow(asinh(plus(plus(pow(g14, 0.37431824), plus(pow(plus(asinh(asinh(asinh(plus(pow(plus(pow(g12, 0.3564336), tanh(cube(pow(cube(plus(g5, g10)), abs(g2))))), 1.7235894), pow(g6, abs(plus(plus(erfc(plus(square(plus(square(square(exp(g16))), g15)), -0.14945456)), plus(g1, g6)), g1))))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(asinh(mult(plus(plus(plus(g7, g17), g15), g3), 9.042824)))), tanh(tanh(plus(pow(plus(g9, mult(g2, 1.2818475)), plus(0.27584165, g0)), sqrtm(relu(g16)))))))), 2.4050741))), tanh(tanh(plus(tanh(plus(pow(g19, 0.44926417), pow(plus(g8, plus(g1, g11)), plus(0.34849712, greater(g6, mean_g))))), square(sqrtm(g13))))))), 3.176606), tanh(pow(plus(plus(plus(plus(g1, g3), g1), g18), g16), 0.23006219)))), 0.2471249)), 1.2353784))), -2.8776716e-5)
133|1.2564835e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), plus(3.72637, mean_g)), pow(asinh(plus(plus(pow(g14, 0.37431824), plus(pow(plus(asinh(asinh(asinh(plus(pow(plus(pow(g12, 0.3564336), tanh(cube(pow(cube(plus(g5, g10)), abs(g2))))), 1.7235894), pow(g6, abs(plus(plus(erfc(plus(square(plus(square(square(exp(g16))), g15)), -0.14945456)), plus(g1, g6)), g1))))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(asinh(mult(plus(plus(plus(g7, g17), g15), g3), 9.042824)))), tanh(tanh(plus(pow(plus(g9, mult(g2, 1.2818475)), plus(0.27584165, g0)), sqrtm(relu(g16)))))))), 2.4050741))), tanh(tanh(plus(tanh(plus(pow(g19, 0.44926417), pow(plus(g8, plus(g1, g11)), plus(0.34849712, greater(g6, mean_g))))), square(g13)))))), 3.176606), tanh(pow(plus(plus(plus(plus(g1, g3), g1), g18), g16), 0.23006219)))), 0.2471249)), 1.2353784))), -2.8776716e-5)
134|1.2561048e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), plus(3.72637, sqrtm(mean_g))), pow(asinh(plus(plus(pow(g14, 0.37431824), plus(pow(plus(asinh(asinh(asinh(plus(pow(plus(pow(g12, 0.3564336), tanh(cube(pow(cube(plus(g5, g10)), abs(g2))))), 1.7235894), pow(g6, abs(plus(plus(erfc(plus(square(plus(square(square(exp(g16))), g15)), -0.14945456)), plus(g1, g6)), g1))))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 9.042824))), tanh(tanh(plus(pow(plus(g9, mult(g2, 1.2818475)), plus(0.27584165, g0)), sqrtm(relu(g16)))))))), 2.4050741))), tanh(tanh(plus(tanh(plus(pow(g19, 0.44926417), pow(plus(g8, plus(g1, g11)), plus(0.34849712, greater(g6, mean_g))))), square(sqrtm(g13))))))), 3.176606), tanh(pow(plus(plus(plus(plus(g1, g3), g1), g18), g16), 0.23006219)))), 0.2471249)), 1.1796018))), -2.8776716e-5)
135|1.2530012e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(g14, 0.35766622), plus(pow(plus(asinh(plus(tanh(tanh(cube(asinh(asinh(asinh(cube(pow(plus(g5, g10), relu(g17))))))))), sinh(pow(mult(g6, mean_g), abs(plus(plus(erfc(square(plus(square(square(exp(g16))), plus(plus(plus(plus(abs(g1), g13), g9), g18), g10)))), g1), plus(greater(g1, 0.022203127), g8))))))), plus(tanh(sinh(plus(pow(sinh(sinh(plus(tanh(asinh(tanh(mult(plus(plus(plus(g7, g17), g15), g3), 9.066665)))), tanh(plus(pow(plus(g9, pow(g2, 0.93091285)), plus(g0, 0.27707338)), pow(g16, 0.65073556)))))), 2.208205), sqrtm(g17)))), tanh(tanh(tanh(tanh(tanh(plus(pow(g19, 0.43683714), tanh(pow(plus(g8, g1), 0.45790023)))))))))), 3.3044565), tanh(pow(plus(plus(mult(g1, 1.9955876), g1), plus(g11, g4)), 0.18036307)))), 0.15252893)), 1.2606833))), -2.8153556e-5)
136|1.20174145e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(tanh(pow(plus(plus(g14, g4), g11), 0.3136837)), plus(pow(plus(plus(asinh(tanh(tanh(plus(tanh(pow(plus(g12, asinh(cube(pow(cube(mult(plus(g5, g10), 0.34192652)), abs(g2))))), 1.7999914)), -0.1644117)))), sinh(sinh(pow(mult(g6, square(mean_g)), plus(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(g10, g13)))), plus(g11, g15))), mult(g1, 1.6454962))), abs(g10)))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(plus(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.0314), g16), g1), g8))), pow(plus(mult(g9, 0.695641), g2), 0.25505286)))), 2.1302805))), mult(pow(g19, 0.40188769), 0.45995706))), 3.1130025), pow(plus(plus(mult(plus(g1, g1), 1.6242411), relu(g9)), g16), 0.18276796))), 0.25185138)), plus(sinh(tanh(mult(mean_g, 17.243078))), 1.1961644)))), -2.884877e-5)
138|1.2012686e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(tanh(pow(plus(g14, g4), 0.3136837)), plus(pow(plus(plus(asinh(tanh(tanh(plus(tanh(pow(plus(pow(g12, plus(g14, 0.72219574)), asinh(cube(pow(cube(mult(plus(g5, g10), 0.34192652)), abs(g2))))), 1.7999914)), -0.1644117)))), sinh(sinh(pow(mult(g6, square(mean_g)), plus(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(g10, g13)))), plus(g11, g15))), mult(g1, 1.6454962))), abs(g10)))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(plus(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.0314), g16), g1), g8))), pow(plus(mult(g9, 0.695641), g2), 0.25505286)))), 2.1302805))), mult(pow(g19, 0.40188769), 0.45995706))), 3.1130025), pow(plus(plus(mult(plus(g1, g1), 1.6242411), relu(g9)), g16), 0.18276796))), 0.25185138)), plus(sinh(tanh(mult(mean_g, 17.243078))), 1.1961644)))), -2.884877e-5)
139|1.20051955e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(pow(plus(plus(g14, g4), g11), 0.3136837), plus(pow(plus(plus(asinh(tanh(tanh(plus(tanh(pow(plus(pow(g12, plus(g14, 0.72219574)), asinh(cube(pow(cube(mult(plus(g5, g10), 0.34192652)), abs(g2))))), 1.7999914)), -0.1644117)))), sinh(sinh(pow(mult(g6, square(mean_g)), plus(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(g10, g13)))), plus(g11, g15))), mult(g1, 1.6454962))), abs(g10)))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(plus(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.0314), g16), g1), g8))), pow(plus(mult(g9, 0.695641), g2), 0.25505286)))), 2.1302805))), mult(pow(g19, 0.40188769), 0.45995706))), 3.1130025), pow(plus(plus(mult(plus(g1, g1), 1.6242411), relu(g9)), g16), 0.18276796))), 0.25185138)), plus(sinh(tanh(mult(mean_g, 17.243078))), 1.1961644)))), -2.884877e-5)
140|1.2001431e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(tanh(pow(plus(plus(g14, g4), g11), 0.3136837)), plus(pow(plus(plus(tanh(tanh(plus(tanh(pow(plus(pow(g12, plus(g14, 0.72219574)), asinh(cube(pow(cube(mult(plus(g5, g10), 0.34192652)), abs(g2))))), 1.7999914)), -0.1644117))), sinh(sinh(pow(mult(g6, square(mean_g)), plus(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(g10, g13)))), plus(g11, g15))), mult(g1, 1.6454962))), abs(g10)))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(plus(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.0314), g16), g1), g8))), pow(plus(mult(g9, 0.695641), g2), 0.25505286)))), 2.1302805))), mult(pow(g19, 0.40188769), 0.45995706))), 3.1130025), pow(plus(plus(tanh(mult(plus(g1, g1), 1.6242411)), relu(g9)), g16), 0.18276796))), 0.25185138)), plus(sinh(tanh(mult(mean_g, 17.243078))), 1.1961644)))), -2.884877e-5)
141|1.1998707e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(tanh(pow(plus(plus(g14, g4), g11), 0.3136837)), plus(pow(plus(plus(asinh(tanh(tanh(plus(tanh(pow(plus(pow(g12, plus(g14, 0.72219574)), asinh(cube(pow(cube(mult(plus(g5, g10), 0.34192652)), abs(g2))))), 1.7999914)), -0.1644117)))), sinh(sinh(pow(mult(g6, square(mean_g)), plus(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(g10, g13)))), plus(g11, g15))), mult(g1, 1.6454962))), abs(g10)))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(plus(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.0314), g16), g1), g8))), pow(plus(mult(g9, 0.695641), g2), 0.25505286)))), 2.1302805))), mult(pow(g19, 0.40188769), 0.45995706))), 3.1130025), pow(plus(plus(tanh(mult(plus(g1, g1), 1.6242411)), relu(g9)), g16), 0.18276796))), 0.25185138)), plus(sinh(tanh(mult(mean_g, 17.243078))), 1.1961644)))), -2.884877e-5)
142|1.1998193e-5|mult(cube(plus(mult(sign(cube(cube(mult(g0, 0.012507909)))), 3.7903202), pow(asinh(plus(plus(tanh(pow(plus(plus(g14, g4), g11), 0.3136837)), plus(pow(plus(plus(asinh(tanh(tanh(plus(tanh(pow(plus(pow(g12, plus(g14, 0.72219574)), asinh(cube(pow(cube(mult(plus(g5, g10), tanh(0.34192652))), abs(g2))))), 1.7999914)), -0.1644117)))), sinh(sinh(pow(mult(g6, square(mean_g)), plus(abs(plus(erfc(plus(square(square(plus(square(exp(g16)), plus(g10, g13)))), plus(g11, g15))), mult(g1, 1.6454962))), abs(g10)))))), plus(tanh(sinh(pow(sinh(sinh(plus(tanh(tanh(plus(plus(plus(mult(plus(plus(plus(g7, g17), g15), g3), 8.0314), g16), g1), g8))), pow(plus(mult(g9, 0.695641), g2), 0.25505286)))), 2.1302805))), mult(pow(g19, 0.40188769), 0.45995706))), 3.1130025), pow(plus(plus(tanh(mult(plus(g1, g1), 1.6242411)), relu(g9)), g16), 0.18276796))), 0.25185138)), plus(sinh(tanh(mult(mean_g, 17.243078))), 1.1961644)))), -2.884877e-5)
