Complexity|MSE|Equation
71|1.0515475e-5|relu(mult(plus(mult(plus(pow(g0, asinh(plus(mult(g2, 1.3471617), tanh(asinh(plus(g3, 0.52567136)))))), 0.8835876), -0.13439147), plus(plus(mult(mean_g, plus(cube(cube(plus(plus(pow(0.26418933, mean_g), greater(-0.20358437, g1)), t))), g2)), plus(plus(mult(g4, plus(plus(g4, pow(g3, 0.47560358)), 0.317491)), t), mean_g2)), mean_g2)), pow(g0, plus(plus(pow(plus(g2, pow(pow(mean_g2, mean_g), 1.9191259)), 2.446253), plus(mult(g3, 2.3902318), mult(g1, 1.2226644))), t))))
73|1.0505711e-5|relu(mult(plus(mult(plus(pow(g0, asinh(plus(mult(g2, 1.3471617), tanh(asinh(plus(g3, 0.52567136)))))), 0.8835876), -0.13439147), plus(plus(mult(mean_g, plus(cube(cube(plus(plus(pow(0.26418933, mean_g), greater(-0.20358437, g1)), t))), g2)), plus(plus(mult(g4, plus(plus(g4, pow(g3, 0.47560358)), 0.317491)), t), mean_g2)), mean_g2)), pow(g0, plus(plus(pow(plus(g2, pow(plus(pow(mean_g2, mean_g), mean_g2), 1.9250588)), 2.446253), plus(mult(g3, 2.3902318), mult(g1, 1.2226644))), t))))
74|1.0505091e-5|relu(mult(plus(mult(plus(pow(g0, asinh(plus(mult(g2, 1.3471617), tanh(asinh(plus(g3, 0.52567136)))))), 0.8835876), -0.13439147), plus(plus(mult(mean_g, plus(cube(cube(plus(plus(pow(0.26418933, mean_g), greater(-0.20358437, g1)), t))), g2)), plus(plus(mult(g4, plus(plus(g4, pow(g3, 0.47560358)), tanh(0.317491))), t), mean_g2)), mean_g2)), pow(g0, plus(plus(pow(plus(g2, pow(plus(pow(mean_g2, mean_g), mean_g2), 1.9250588)), 2.446253), plus(mult(g3, 2.3902318), mult(g1, 1.2226644))), t))))
75|1.0499539e-5|relu(mult(plus(mult(plus(pow(g0, asinh(plus(mult(g2, 1.3471617), tanh(asinh(plus(g3, 0.52567136)))))), 0.8835876), -0.13439147), plus(plus(mult(mean_g, plus(cube(cube(plus(plus(pow(0.26418933, mean_g), greater(-0.20358437, g1)), t))), g2)), plus(plus(mult(g4, plus(plus(g4, pow(g3, 0.47560358)), 0.317491)), t), mean_g2)), mean_g2)), pow(g0, plus(plus(pow(plus(g2, pow(plus(pow(mean_g2, mean_g), plus(mean_g2, mean_g2)), 1.9191259)), 2.446253), plus(mult(g3, 2.3902318), mult(g1, 1.23263))), t))))
76|1.0498862e-5|relu(mult(plus(mult(plus(pow(g0, asinh(plus(mult(g2, 1.3471617), tanh(asinh(plus(g3, 0.52567136)))))), 0.8835876), -0.13439147), plus(plus(mult(mean_g, plus(cube(cube(plus(plus(pow(0.26418933, mean_g), greater(-0.20358437, g1)), t))), g2)), plus(plus(mult(g4, plus(plus(g4, pow(g3, 0.47560358)), 0.317491)), t), mean_g2)), mean_g2)), pow(g0, plus(plus(pow(plus(g2, pow(plus(pow(mean_g2, mean_g), plus(mean_g2, mean_g2)), 1.9191259)), 2.446253), tanh(plus(mult(g3, 2.3902318), mult(g1, 1.2226644)))), t))))
84|1.0092917e-5|relu(mult(plus(mult(plus(pow(g0, plus(mult(g2, 1.4875463), tanh(plus(g3, plus(mult(g1, 1.5650613), 0.52104014))))), 0.8835876), -0.13439147), plus(plus(mult(mean_g, pow(plus(cube(cube(plus(pow(0.41811243, mean_g), t))), g2), 1.2622513)), plus(plus(mult(g4, plus(plus(g4, pow(g3, 0.48195922)), plus(g4, 0.31853798))), t), mean_g2)), mean_g2)), pow(plus(g0, -0.00113804), plus(sinh(plus(pow(plus(g2, pow(plus(pow(mean_g2, mean_g), greater(sign(g0), 0.016669227)), 1.9987288)), 2.5138056), tanh(mult(plus(mult(g3, 2.3902318), mult(g1, 1.8767945)), 0.9292943)))), t))))
85|1.00845355e-5|relu(mult(plus(mult(plus(pow(g0, plus(mult(g2, 1.4875463), tanh(plus(g3, plus(mult(g1, 1.5650613), 0.52104014))))), 0.8835876), -0.13439147), plus(plus(mult(mean_g, pow(plus(plus(cube(cube(plus(pow(0.41811243, mean_g), t))), t), g2), 1.2622513)), plus(plus(mult(g4, plus(plus(g4, pow(g3, 0.48195922)), plus(g4, 0.31853798))), t), mean_g2)), mean_g2)), pow(plus(g0, -0.00113804), plus(sinh(plus(pow(plus(g2, pow(plus(pow(mean_g2, mean_g), greater(sign(g0), 0.016669227)), 1.9987288)), 2.5138056), mult(plus(mult(g3, 2.3902318), mult(g1, 1.8767945)), 0.9292943))), t))))
86|1.0080963e-5|relu(mult(plus(mult(plus(pow(g0, plus(mult(g2, 1.4875463), tanh(plus(g3, plus(mult(g1, 1.5650613), 0.52104014))))), 0.8835876), -0.13439147), plus(plus(mult(mean_g, pow(plus(plus(cube(cube(plus(pow(0.41811243, mean_g), t))), t), g2), 1.2622513)), plus(plus(mult(g4, plus(plus(g4, pow(g3, 0.48195922)), plus(g4, 0.34198204))), t), mean_g2)), mean_g2)), pow(plus(g0, -0.00113804), plus(sinh(plus(pow(plus(g2, pow(plus(pow(mean_g2, mean_g), greater(sign(g0), 0.016669227)), 1.9987288)), 2.5138056), tanh(mult(plus(mult(g3, 2.3902318), mult(g1, 1.8767945)), 0.9292943)))), t))))
88|1.0079204e-5|relu(mult(plus(mult(plus(pow(g0, plus(mult(g2, 1.4875463), tanh(plus(g3, plus(mult(g1, 1.5650613), 0.52104014))))), 0.8835876), -0.13439147), plus(plus(mult(mean_g, pow(plus(plus(cube(cube(plus(pow(0.41811243, mean_g), t))), t), g2), 1.2622513)), plus(plus(mult(g4, plus(plus(g4, pow(g3, 0.48195922)), plus(g4, 0.31853798))), t), mean_g2)), mean_g2)), pow(plus(g0, -0.00113804), plus(plus(sinh(plus(pow(plus(g2, pow(plus(pow(mean_g2, mean_g), greater(sign(g0), 0.016669227)), 1.9987288)), 2.5138056), tanh(mult(plus(mult(g3, 2.3902318), mult(g1, 1.8767945)), 0.9292943)))), mean_g2), t))))
131|9.639763e-6|abs(mult(mult(sinh(sinh(pow(plus(tanh(tanh(tanh(tanh(tanh(plus(plus(greater(mult(mean_g, cube(square(pow(plus(sqrtm(mult(t, -4.1696362)), plus(g1, -1.3315424)), 1.0872259)))), plus(t, 0.06753873)), tanh(pow(sqrtm(g1), plus(plus(g4, 0.81122607), g0)))), t)))))), g3), square(plus(plus(g0, 0.52377033), plus(sinh(mult(sinh(sinh(plus(sinh(plus(plus(mult(plus(plus(plus(plus(g2, plus(plus(g3, t), mean_g2)), plus(sqrtm(mean_g2), mean_g)), mean_g2), t), 2.3837848), pow(t, plus(mult(g2, square(1.9381701)), 0.8322864))), plus(mean_g, mean_g))), g0))), 1.1842705)), g1)))))), mean_g), plus(tanh(asinh(plus(sinh(plus(tanh(plus(pow(g4, 0.48724467), -0.5381463)), plus(mean_g, mean_g))), mult(g0, -6.567848)))), plus(pow(g0, plus(plus(abs(plus(plus(plus(plus(g4, 0.13400131), g2), plus(g4, g1)), g0)), t), mean_g2)), mult(abs(g1), 2.7493289)))))
132|9.630679e-6|abs(mult(mult(sinh(sinh(pow(plus(tanh(tanh(tanh(tanh(tanh(plus(plus(greater(mult(mean_g, cube(square(pow(plus(sqrtm(mult(t, -4.1549587)), plus(g1, -1.3315424)), 1.0872259)))), plus(t, 0.06753873)), tanh(pow(sqrtm(g1), plus(plus(g4, 0.81122607), g0)))), t)))))), g3), square(plus(plus(g0, 0.52377033), plus(sinh(mult(sinh(sinh(plus(sinh(plus(plus(mult(plus(plus(plus(plus(g2, plus(plus(g3, t), mean_g2)), plus(sqrtm(mean_g2), mean_g)), mean_g2), t), 2.3837848), pow(t, plus(plus(mult(g2, 3.7565033), 0.8322864), g3))), plus(mean_g, mean_g))), g0))), 1.1842705)), g1)))))), mean_g), plus(tanh(asinh(plus(sinh(plus(tanh(plus(pow(g4, 0.48724467), -0.5381463)), plus(mean_g, mean_g))), mult(g0, -6.567848)))), plus(pow(g0, plus(plus(abs(plus(plus(plus(plus(g4, 0.13400131), g2), plus(g4, g1)), g0)), t), mean_g2)), mult(abs(g1), 2.7493289)))))
133|9.630679e-6|abs(mult(mult(sinh(sinh(pow(plus(tanh(tanh(tanh(tanh(tanh(plus(plus(greater(mult(mean_g, cube(square(pow(plus(sqrtm(mult(t, -4.1696362)), plus(g1, -1.3315424)), 1.0872259)))), plus(t, 0.06753873)), tanh(pow(sqrtm(g1), plus(plus(g4, 0.81122607), g0)))), t)))))), g3), square(plus(plus(g0, 0.52377033), plus(sinh(mult(sinh(sinh(plus(sinh(plus(plus(mult(plus(plus(plus(plus(g2, plus(plus(g3, t), mean_g2)), plus(sqrtm(mean_g2), mean_g)), mean_g2), t), 2.3837848), pow(t, plus(plus(mult(g2, square(1.9381701)), 0.8322864), g3))), plus(mean_g, mean_g))), g0))), 1.1842705)), g1)))))), mean_g), plus(tanh(asinh(plus(sinh(plus(tanh(plus(pow(g4, 0.48724467), -0.5381463)), plus(mean_g, mean_g))), mult(g0, -6.567848)))), plus(pow(g0, plus(plus(abs(plus(plus(plus(plus(g4, 0.13400131), g2), plus(g4, g1)), g0)), t), mean_g2)), mult(abs(g1), 2.7493289)))))
134|9.630495e-6|abs(mult(mult(sinh(sinh(pow(plus(tanh(tanh(tanh(tanh(tanh(plus(plus(greater(mult(mean_g, cube(square(pow(plus(sqrtm(mult(t, -4.1696362)), plus(g1, -1.3315424)), 1.0872259)))), plus(t, 0.06753873)), tanh(pow(sqrtm(g1), plus(plus(g4, 0.81122607), g0)))), t)))))), g3), square(plus(plus(g0, 0.52377033), plus(sinh(mult(sinh(sinh(plus(sinh(plus(plus(mult(plus(plus(plus(plus(g2, plus(tanh(plus(g3, t)), mean_g2)), plus(sqrtm(mean_g2), mean_g)), mean_g2), t), 2.3837848), pow(t, plus(plus(mult(g2, square(1.9381701)), 0.8322864), g3))), plus(mean_g, mean_g))), g0))), 1.1842705)), g1)))))), mean_g), plus(tanh(asinh(plus(sinh(plus(tanh(plus(pow(g4, 0.48724467), -0.5381463)), plus(mean_g, mean_g))), mult(g0, -6.567848)))), plus(pow(g0, plus(plus(abs(plus(plus(plus(plus(g4, 0.13400131), g2), plus(g4, g1)), g0)), t), mean_g2)), mult(abs(g1), 2.7493289)))))
140|9.5972955e-6|abs(mult(mult(sinh(sinh(pow(plus(tanh(tanh(tanh(tanh(tanh(plus(plus(greater(mult(mean_g, cube(square(pow(plus(sqrtm(mult(t, -4.1549587)), plus(mult(g1, 1.5218649), -1.3315424)), 1.0872259)))), plus(t, 0.06753873)), tanh(tanh(tanh(tanh(tanh(pow(sqrtm(g1), plus(plus(g0, 0.83692205), g0)))))))), mult(t, 1.7633555))))))), g3), square(plus(plus(g0, 0.52377033), plus(sinh(mult(sinh(sinh(plus(sinh(plus(plus(mult(plus(plus(plus(plus(g2, plus(plus(g3, t), mean_g2)), plus(sqrtm(mean_g2), mean_g)), mean_g2), t), 2.4264982), pow(t, plus(plus(mult(g2, 3.7565033), 0.83218354), g3))), plus(mean_g, mean_g))), g0))), 1.2085978)), g1)))))), mean_g), plus(tanh(asinh(plus(sinh(plus(tanh(plus(pow(g4, 0.4763116), -0.5381463)), plus(mean_g, mean_g))), mult(g0, -6.567848)))), plus(pow(g0, plus(plus(abs(plus(plus(plus(plus(g4, 0.13400131), g2), plus(g4, g1)), g0)), t), mean_g2)), mult(abs(g1), 2.7493289)))))
141|9.594585e-6|abs(mult(mult(sinh(sinh(pow(plus(tanh(tanh(tanh(tanh(tanh(plus(plus(greater(mult(mean_g, cube(square(pow(plus(sqrtm(mult(t, -4.1549587)), plus(mult(g1, 1.5218649), -1.3315424)), 1.0872259)))), plus(t, 0.06753873)), tanh(tanh(tanh(tanh(pow(sqrtm(g1), plus(plus(plus(g0, 0.83692205), g0), g4))))))), mult(t, 1.7633555))))))), g3), square(plus(plus(g0, 0.52377033), plus(sinh(mult(sinh(sinh(plus(sinh(plus(plus(mult(plus(plus(plus(plus(g2, plus(plus(g3, t), mean_g2)), plus(sqrtm(mean_g2), mean_g)), mean_g2), t), 2.4264982), pow(t, plus(plus(mult(g2, 3.7565033), 0.83218354), g3))), plus(mean_g, mean_g))), g0))), 1.2085978)), g1)))))), mean_g), plus(tanh(asinh(plus(sinh(plus(tanh(plus(pow(g4, 0.4763116), -0.5381463)), plus(mean_g, mean_g))), mult(g0, -6.567848)))), plus(pow(g0, plus(plus(abs(plus(plus(plus(plus(g4, 0.13400131), g2), plus(g4, g1)), g0)), t), mean_g2)), mult(abs(g1), 2.7493289)))))
142|9.591935e-6|abs(mult(mult(sinh(sinh(pow(plus(tanh(tanh(tanh(tanh(tanh(plus(plus(greater(mult(mean_g, cube(square(pow(plus(sqrtm(mult(t, -4.1549587)), plus(mult(g1, 1.5218649), -1.3315424)), 1.0872259)))), plus(t, 0.06753873)), tanh(tanh(tanh(tanh(tanh(pow(sqrtm(g1), plus(plus(plus(g0, 0.83692205), g0), g4)))))))), mult(t, 1.7633555))))))), g3), square(plus(plus(g0, 0.52377033), plus(sinh(mult(sinh(sinh(plus(sinh(plus(plus(mult(plus(plus(plus(plus(g2, plus(plus(g3, t), mean_g2)), plus(sqrtm(mean_g2), mean_g)), mean_g2), t), 2.4264982), pow(t, plus(plus(mult(g2, 3.7565033), 0.83218354), g3))), plus(mean_g, mean_g))), g0))), 1.2085978)), g1)))))), mean_g), plus(tanh(asinh(plus(sinh(plus(tanh(plus(pow(g4, 0.4763116), -0.5404236)), plus(mean_g, mean_g))), mult(g0, -6.567848)))), plus(pow(g0, plus(plus(abs(plus(plus(plus(plus(g4, 0.13400131), g2), plus(g4, g1)), g0)), t), mean_g2)), mult(abs(g1), 2.7493289)))))
143|9.591933e-6|abs(mult(mult(sinh(sinh(pow(plus(tanh(tanh(tanh(tanh(tanh(plus(plus(greater(mult(mean_g, cube(square(pow(plus(sqrtm(mult(t, -4.1549587)), plus(mult(g1, 1.5218649), -1.3315424)), 1.0872259)))), plus(t, 0.06753873)), tanh(tanh(tanh(tanh(tanh(pow(sqrtm(g1), plus(plus(plus(g0, 0.83692205), g0), g4)))))))), mult(t, 1.7633555))))))), g3), square(plus(plus(g0, 0.52377033), plus(sinh(mult(sinh(sinh(plus(sinh(plus(plus(mult(plus(plus(plus(plus(g2, plus(plus(g3, t), mean_g2)), plus(sqrtm(mean_g2), mean_g)), mean_g2), t), 2.4264982), pow(t, plus(plus(mult(g2, 3.7565033), 0.83218354), g3))), plus(mean_g, mean_g))), g0))), 1.2085978)), g1)))))), mean_g), plus(tanh(asinh(plus(sinh(plus(tanh(plus(pow(g4, 0.4763116), -0.5381463)), plus(mean_g, mean_g))), mult(g0, -6.567848)))), plus(pow(g0, plus(plus(abs(plus(plus(plus(sinh(plus(g4, 0.13400131)), g2), plus(g4, g1)), g0)), t), mean_g2)), mult(abs(g1), 2.7493289)))))
144|9.55513e-6|abs(mult(mult(plus(sinh(sinh(pow(plus(tanh(tanh(tanh(tanh(tanh(plus(plus(square(sinh(sinh(greater(mult(mean_g, cube(square(pow(plus(sqrtm(mult(t, -3.9426432)), plus(g1, -1.3315424)), 1.0872259)))), plus(t, 0.06753873))))), tanh(tanh(tanh(tanh(tanh(pow(sqrtm(g1), plus(plus(g4, 0.8306925), pow(g0, 0.4762149))))))))), t)))))), g3), square(plus(plus(g0, 0.5407603), plus(sinh(mult(sinh(sinh(plus(sinh(plus(plus(mult(plus(plus(plus(plus(g2, plus(plus(g3, t), mean_g2)), plus(sqrtm(mean_g2), mean_g)), mean_g2), t), 2.3837848), pow(t, plus(mult(g2, 3.7567303), 0.8322864))), plus(mean_g, mean_g))), g0))), plus(mean_g, 1.1842705))), g1)))))), g3), mean_g), plus(tanh(asinh(plus(sinh(plus(tanh(plus(pow(g4, plus(g0, 0.48724467)), -0.54561406)), plus(mean_g, mean_g))), mult(g0, -6.567848)))), plus(pow(g0, plus(abs(plus(plus(plus(plus(g4, 0.13400131), g2), plus(g4, g1)), tanh(g0))), t)), mult(abs(g1), 2.7493289)))))
145|9.5530095e-6|abs(mult(mult(plus(sinh(sinh(pow(plus(tanh(tanh(tanh(tanh(tanh(plus(plus(square(sinh(sinh(greater(mult(mean_g, cube(square(pow(plus(sqrtm(mult(t, -3.9426432)), plus(g1, -1.3315424)), 1.0872259)))), plus(t, 0.06753873))))), tanh(tanh(tanh(tanh(tanh(pow(sqrtm(g1), plus(plus(g4, 0.8306925), pow(g0, 0.4762149))))))))), t)))))), g3), square(plus(plus(g0, 0.5407603), plus(sinh(mult(sinh(sinh(plus(sinh(plus(plus(mult(plus(plus(plus(plus(g2, plus(plus(g3, t), mean_g2)), plus(sqrtm(mean_g2), mean_g)), mean_g2), t), 2.3837848), pow(t, plus(mult(g2, 3.7567303), 0.8322864))), plus(mean_g, mean_g))), g0))), plus(mean_g, 1.1842705))), g1)))))), g3), mean_g), plus(tanh(asinh(plus(sinh(plus(tanh(plus(pow(g4, plus(g0, 0.48724467)), -0.54561406)), plus(mean_g, mean_g))), mult(g0, -6.567848)))), plus(pow(g0, plus(abs(plus(plus(plus(plus(g4, 0.13400131), g2), plus(g4, g1)), tanh(tanh(g0)))), t)), mult(abs(g1), 2.7493289)))))
146|9.551797e-6|abs(mult(mult(plus(sinh(sinh(pow(plus(tanh(tanh(tanh(tanh(tanh(plus(plus(square(sinh(sinh(greater(mult(mean_g, cube(square(pow(plus(sqrtm(mult(t, -3.9426432)), plus(g1, -1.3315424)), 1.0872259)))), plus(t, 0.06753873))))), tanh(tanh(tanh(tanh(tanh(pow(sqrtm(g1), plus(plus(g4, 0.8306925), pow(g0, 0.4762149))))))))), t)))))), g3), square(plus(plus(g0, 0.5407603), plus(sinh(mult(sinh(sinh(plus(sinh(plus(plus(mult(plus(plus(plus(plus(g2, plus(plus(g3, t), mean_g2)), plus(sqrtm(mean_g2), mean_g)), mean_g2), t), 2.3837848), pow(t, plus(mult(g2, 3.7567303), 0.8322864))), plus(mean_g, mean_g))), g0))), plus(mean_g, 1.1842705))), g1)))))), g3), mean_g), plus(tanh(asinh(plus(sinh(plus(tanh(plus(pow(g4, plus(g0, 0.48724467)), -0.54561406)), plus(mean_g, mean_g))), mult(g0, -6.567848)))), plus(pow(g0, plus(abs(plus(plus(plus(plus(g4, 0.13400131), g2), plus(g4, g1)), tanh(tanh(tanh(g0))))), t)), mult(abs(g1), 2.7493289)))))
147|9.551688e-6|abs(mult(mult(plus(sinh(sinh(pow(plus(tanh(tanh(tanh(tanh(tanh(plus(plus(square(sinh(sinh(greater(mult(mean_g, cube(square(pow(plus(sqrtm(mult(t, -3.9426432)), plus(g1, -1.3315424)), 1.0872259)))), plus(t, 0.06753873))))), tanh(tanh(tanh(tanh(tanh(pow(sqrtm(g1), plus(plus(g4, 0.8306925), pow(g0, 0.4762149))))))))), t)))))), g3), square(plus(plus(g0, 0.5407603), plus(sinh(mult(sinh(sinh(plus(sinh(plus(plus(mult(plus(plus(plus(sinh(plus(g2, plus(plus(g3, t), mean_g2))), plus(sqrtm(mean_g2), mean_g)), mean_g2), t), 2.3837848), pow(t, plus(mult(g2, 3.7567303), 0.8322864))), plus(mean_g, mean_g))), g0))), plus(mean_g, 1.1842705))), g1)))))), g3), mean_g), plus(tanh(asinh(plus(sinh(plus(tanh(plus(pow(g4, plus(g0, 0.48724467)), -0.54561406)), plus(mean_g, mean_g))), mult(g0, -6.567848)))), plus(pow(g0, plus(abs(plus(plus(plus(plus(g4, 0.13400131), g2), plus(g4, g1)), tanh(tanh(tanh(g0))))), t)), mult(abs(g1), 2.7493289)))))
148|9.551114e-6|abs(mult(mult(plus(sinh(sinh(pow(plus(tanh(tanh(tanh(tanh(tanh(plus(plus(square(sinh(sinh(greater(mult(mean_g, cube(square(pow(plus(sqrtm(mult(t, -3.9426432)), plus(g1, -1.3315424)), 1.0872259)))), plus(t, 0.06753873))))), tanh(tanh(tanh(tanh(tanh(pow(sqrtm(g1), plus(plus(plus(g4, 0.8306925), pow(g0, 0.4762149)), mean_g2)))))))), t)))))), g3), square(plus(plus(g0, 0.5407603), plus(sinh(mult(sinh(sinh(plus(sinh(plus(plus(mult(plus(plus(plus(plus(g2, plus(plus(g3, t), mean_g2)), plus(sqrtm(mean_g2), mean_g)), mean_g2), t), 2.3837848), pow(t, plus(mult(g2, 3.7567303), 0.8322864))), plus(mean_g, mean_g))), g0))), plus(mean_g, 1.1842705))), g1)))))), g3), mean_g), plus(tanh(asinh(plus(sinh(plus(tanh(plus(pow(g4, plus(g0, 0.48724467)), -0.54561406)), plus(mean_g, mean_g))), mult(g0, -6.567848)))), plus(pow(g0, plus(abs(plus(plus(plus(plus(g4, 0.13400131), g2), plus(g4, g1)), tanh(tanh(tanh(g0))))), t)), mult(abs(g1), 2.7493289)))))
151|9.543083e-6|abs(mult(mult(sinh(sinh(pow(plus(tanh(tanh(asinh(tanh(tanh(tanh(plus(plus(cube(sinh(greater(mult(mean_g, cube(square(pow(plus(sqrtm(mult(t, -4.189644)), plus(g1, -1.3315424)), 1.0872259)))), plus(t, 0.065183386)))), tanh(tanh(tanh(tanh(pow(sqrtm(g2), plus(plus(plus(g0, plus(0.7928318, g0)), g4), greater(g0, mean_g)))))))), t))))))), g3), square(plus(plus(g0, 0.5185038), plus(sinh(mult(sinh(sinh(plus(sinh(plus(plus(mult(plus(plus(plus(plus(g2, plus(plus(g3, t), mean_g2)), plus(sqrtm(mean_g2), mean_g)), mean_g2), t), 2.3837848), pow(t, plus(plus(pow(mult(g2, 3.7565033), plus(0.8697177, plus(g0, g0))), 0.8322864), greater(g3, t)))), plus(mean_g, mean_g))), g0))), 1.2072309)), g1)))))), mean_g), plus(tanh(asinh(plus(plus(tanh(plus(pow(g4, 0.46985546), -0.5381463)), plus(mean_g, mean_g)), mult(g0, -6.567848)))), plus(pow(g0, plus(plus(abs(plus(plus(plus(plus(g4, 0.13513266), g2), plus(g4, g1)), g0)), t), mean_g2)), mult(abs(g1), 2.715612)))))
